timestamp,contract_id,station_number,available_bikes,available_bike_stands
1451779203,2,1002,15,6
1451779203,2,2021,43,0
1451779203,2,2101,30,1
1451779203,2,3006,30,4
1451779203,2,4013,19,8
1451779203,2,4101,18,2
1451779203,2,5014,4,24
1451779203,2,8004,55,9
1451779203,2,8011,2,14
1451779203,2,8019,13,30
1451779203,2,8108,49,0
1451779203,2,10019,12,19
1451779203,2,10026,4,55
1451779203,2,10038,2,26
1451779203,2,11017,0,46
1451779203,2,11030,2,19
1451779203,2,11039,4,32
1451779203,2,11041,14,23
1451779203,2,14026,3,42
1451779203,2,14107,16,17
1451779203,2,15004,1,20
1451779203,2,15030,29,4
1451779203,2,15113,3,21
1451779203,2,15118,20,2
1451779203,2,17110,8,21
1451779203,2,17119,11,20
1451779203,2,19029,2,16
1451779203,2,19103,8,12
1451779203,2,19108,2,35
1451779203,2,19118,2,19
1451779203,2,19123,2,31
1451779203,2,20039,8,40
1451779203,2,21309,22,19
1451779203,2,21501,30,21
1451779203,2,28002,47,13
1451779203,2,35009,7,15
1451779203,2,41203,6,45
1451779203,2,41602,4,28
1451779203,2,42004,27,0
1451779203,3,16,3,18
1451779203,3,20,0,27
1451779203,3,45,5,14
1451779203,3,51,16,1
1451779203,3,63,0,22
1451779203,3,124,3,15
1451779203,3,127,8,7
1451779203,3,239,15,5
1451779203,5,24,16,3
1451779203,5,28,4,26
1451779203,5,34,11,19
1451779203,5,56,8,32
1451779203,5,88,2,28
1451779203,6,37,2,18
1451779203,6,39,16,3
1451779203,6,48,3,17
1451779203,6,50,6,34
1451779203,6,52,1,24
1451779203,6,64,2,18
1451779203,6,88,3,37
1451779203,6,116,12,3
1451779203,6,159,15,2
1451779203,6,243,5,13
1451779203,6,253,2,13
1451779203,9,10,6,9
1451779203,13,29,2,9
1451779203,14,1002,17,3
1451779203,14,1021,8,3
1451779203,14,2013,17,4
1451779203,14,2038,13,3
1451779203,14,3038,18,21
1451779203,14,3079,6,9
1451779203,14,3094,28,2
1451779203,14,3097,6,10
1451779203,14,3101,9,7
1451779203,14,3103,8,10
1451779203,14,5004,23,5
1451779203,14,5005,15,8
1451779203,14,6008,15,1
1451779203,14,6023,6,6
1451779203,14,7033,18,10
1451779203,14,7034,10,5
1451779203,14,7039,3,7
1451779203,14,7056,17,5
1451779203,16,22,1,17
1451779203,16,118,15,3
1451779203,16,200,11,9
1451779203,20,330,8,17
1451779203,25,5106,2,13
1451779203,26,53,1,14
