contract_id;station_number;status;bike_stands;bonus;banking;latitude;longitude;address;station_name
14;2039;1;17;0;1;45.749257;4.82984;86 RUE DE LA CHARITE;2039 - CHARIT… / R…CAMMIER
14;2041;1;16;0;1;45.754468;4.833041;44 RUE SALA;2041 - SALA / CHARITE
14;2042;1;20;0;1;45.751873;4.824763;43 RUE VAUBECOUR;2042 - JOFFRE / VAUBECOUR
14;3001;1;40;0;1;45.76027;4.858454;DerriËre la station de tram;3001 - PART-DIEU / VIVIER MERLE (FAR)
14;3002;1;32;0;1;45.760139;4.85873;1 PLACE CHARLES BERAUDIER;3002 - PART-DIEU / GARE SNCF (FAR)
14;3003;1;20;0;1;45.762974;4.855071;Face rue Massena, entrÈe centre commercial;3003 - PART-DIEU / DERUELLE (FAR)
14;3004;1;20;0;1;45.759648;4.848139;Angle rue Moncey / Part-Dieu;3004 - BOURSE DU TRAVAIL (FAR)
14;3005;1;20;0;1;45.75377;4.848043;Place Victor Basch;3005 - SAXE-GAMBETTA (FAR)
14;3007;1;32;0;1;45.743396;4.87897;A cÙtÈ du stand de fleurs;3007 - PLACE D'ARSONVAL (FAR)
14;3008;1;18;0;1;45.745828;4.870631;105 COURS ALBERT THOMAS;3008 - INSTITUT LUMIERE
14;3009;1;22;0;1;45.750251;4.857919;133 COURS GAMBETTA;3009 - MUSEE AFRICAIN
14;3010;1;37;0;1;45.759376;4.855958;Angle rue Bouchut;3010 - PART-DIEU / CUIRASSIERS (FAR)
14;3012;1;25;0;1;45.749565;4.887311;A cÙtÈ de l'Èglise;3012 - PLACE DU CH√ÇTEAU
14;3013;1;21;0;1;45.753683;4.889285;Place Antoinette;3013 - PLACE ANTOINETTE
14;3015;1;17;0;1;45.760779;4.85276;Angle rue Garibaldi;3015 - SERVIENT / GARIBALDI
14;3016;1;18;0;1;45.759361;4.842308;Angle rue de la Part-Dieu;3016 - LIBERT… / PART-DIEU (FAR)
14;3018;1;30;0;1;45.756596;4.848442;Angle rue Paul Bert;3018 - CR…QUI / VOLTAIRE
14;3021;1;20;0;1;45.759488;4.869346;Intersection FerrandiËre/Jasseron;3021 - PLACE DE LA FERRANDI»RE
14;3024;1;19;0;1;45.741336;4.885538;Intersection Rockefeller / Esquirol;3024 - ROCKEFELLER / ESQUIROL
14;3029;1;23;0;1;45.752967;4.850271;Angle Gambetta;3029 - PLACE ARISTIDE BRIAND
14;3031;1;13;0;1;45.759906;4.844511;Angle rue Servient;3031 - CORNEILLE / SERVIENT
14;3032;1;16;0;1;45.76341;4.847132;Angle cours Lafayette;3032 - LAFAYETTE / CR…QUI
14;3036;1;35;0;1;45.75381;4.859795;AVENUE FELIX FAURE ANGLE VIVIER MERLE. 10M AVANT VIVIER MERLE EN DIRECTION DU RHONE;03036 - FELIX FAURE / VIVIER MERLE
14;3037;1;20;0;1;45.757112;4.853405;Rue Paul Bert;3037 - PAUL BERT / GARIBALDI
14;3038;1;40;0;1;45.757415;4.858911;Devant le b‚timent de la CAFAL;3038 - VIVIER MERLE / PAUL BERT
14;3039;1;13;0;1;45.752553;4.855756;Au niveau de la rue Duvivier;3039 - PLACE BIR-HAKEIM
14;3043;1;16;0;1;45.753975;4.867336;Avenue Lacassagne;3043 - PLACE ROUGET DE L'ISLE
14;3044;1;19;0;1;45.762023;4.841053;Entre rue de Bonnel et rue Rabelais;3044 - QUAI AUGAGNEUR (FAR)
14;3050;1;20;0;1;45.748346;4.875955;5 rue FÈlix Rollet 69003 Lyon;3050 - FRICHE RVI
14;3051;1;13;0;1;45.748193;4.880641;Angle rue Docteur Long/av. Lacassagne;3051 - PLACE HENRI
14;3053;1;13;0;1;45.751123;4.855604;Angle cours Gambetta;3053 - GAMBETTA / JUSSERAND (FAR)
14;3058;1;19;0;1;45.758974;4.853599;Face ‡ la poste;3058 - PLACE DU LAC
14;3066;1;20;0;1;45.754296;4.86359;139 AV. FELIX FAURE;3066 - KIMMERLING / FAURE
14;3067;1;15;0;1;45.752907;4.863923;6 RUE JEAN RENOIR;3067 - HACHETTE
14;3071;1;20;0;1;45.740492;4.888084;angle ave Rockfeller / cours EugÈnie face au Bioparc;3071 - BIOPARC
14;3079;1;16;0;1;45.75118;4.884795;4 PLACE LOUISE;3079 - PLACE LOUISE
14;3080;1;30;0;1;45.760042;4.861734;55 RUE DE LA VILLETTE;3080 - PART-DIEU / VILLETTE (FAR)
14;3082;1;18;0;1;45.757672;4.845111;160 RUE PIERRE CORNEILLE;3082 - PLACE BAHADOURIAN
14;3083;1;18;0;1;45.761595;4.850477;118 RUE MONCEY;3083 - LES HALLES
14;3084;1;28;0;1;45.757268;4.855193;143 RUE PAUL BERT;3084 - DESAIX
14;3085;1;16;0;1;45.757864;4.868337;66 RUE ANTOINE CHARIAL;3085 - SACRE COEUR
14;3086;1;16;0;1;45.749563;4.875934;76 AV. LACASSAGNE;3086 - FEUILLAT / LACASSAGNE
14;3087;1;20;0;1;45.762768;4.852563;4 BVD EUGENE DERUELLE;3087 - PART-DIEU / GARIBALDI
14;3088;1;16;0;1;45.75882;4.846453;65 RUE MAZENOD;3088 - PLACE GUICHARD
14;3089;1;24;0;1;45.745304;4.888964;221 AV. LACASSAGNE;3089 - TRARIEUX / LACASSAGNE
14;3090;0;17;0;1;45.741865;4.893461;;3090 - VINATIER
14;3091;1;30;0;1;45.748286;4.896975;54 BVD PINEL;3091 - HOPITAL NEUROLOGIQUE
14;3094;1;30;0;1;45.757808;4.861512;74 RUE DE LA VILLETTE;3094 - VILLETTE
14;3097;1;16;0;1;45.757192;4.840495;28 QUAI VICTOR AUGAGNEUR;3097 - AUGAGNEUR / FOSSE AUX OURS (FAR)
14;3099;1;18;0;1;45.757042;4.86532;10 PLACE SAINTE ANNE;3099 - PLACE SAINTE ANNE
14;3100;1;17;0;1;45.752779;4.868748;61 RUE DU DAUPHINE;3100 - SISLEY / DAUPHINE
14;3101;1;20;0;1;45.762055;4.868486;55 RUE DE BARABAN;3101 - PATINOIRE BARABAN
14;3102;1;16;0;1;45.75254;4.894272;135 COURS DOCTEUR LONG;3102 - DR LONG / AUBEPINS
14;3103;1;18;0;1;45.7548502313;4.85748756867;3 PLACE DANTON;3103 - PLACE DANTON
14;4001;1;22;0;1;45.770392;4.814254;;4001 - CONSERVATOIRE BIS
14;4002;1;20;1;1;45.774193;4.827743;Devant la mairie du 4Ë;4002 - MAIRIE DU 4Ë
14;4003;1;17;1;1;45.779731;4.834708;Angle rue de Belfort;4003- PLACE COMMANDANT  ARNAUD
14;4004;1;22;1;1;45.779786;4.827635;Angle rue HÈnon;4004 - H…NON
14;4005;1;12;1;1;45.77762;4.83453;Rue du Chariot d'Or;4005 - PLACE BERTONE
14;4006;1;22;1;1;45.773358;4.821234;Angle rue Anselme, face ‡ l'IUFM;4006 - PHILIPPE DE LASSALLE
14;4007;1;18;1;1;45.779332;4.820259;CÙtÈ Rue Philippe de Lassalle;4007 - PLACE FLAMMARION
14;4009;1;14;1;1;45.77591;4.825394;Rue Denfert-Rochereau / Angle rue Jacquart;4009 - JACQUARD / DENFERT-ROCHEREAU
14;4011;1;20;1;1;45.781574;4.832866;Place Jean Ambre;4011 - PLACE JEAN AMBRE
14;4012;1;19;0;1;45.779186;4.840917;Angle montÈe de la Boucle;4012 - PLACE ADRIEN GODIEN
14;4014;1;13;1;1;45.777431;4.820526;Angle rue Pillement;4014 - PHILIPPE DE LASSALLE / PILLEMENT
14;4017;1;17;1;1;45.776002;4.829628;Angle Bvd de la Croix-Rousse;4017 - PLACE DES TAPIS
14;4021;1;10;1;1;45.774061;4.82516;Angle Bvd de la Croix-Rousse;4021 - TABAREAU
14;4022;1;21;1;1;45.77608;4.832543;Prox. Grande rue de la Croix-Rousse;4022 - PLACE DE LA CROIX-ROUSSE
14;4023;1;22;0;1;45.777961;4.810523;Face au 45 quai Gillet;4023 - PONT MAZARYK
14;4024;1;25;0;1;45.788204;4.818572;FACE AU 81 QUAI JOSEPH GILLET;04024 - LYON METROPOLE
14;4025;1;20;1;1;45.775425;4.817888;29 RUE CHAZIERE;4025 - CHAZI»RE
14;4026;1;20;0;1;45.774574;4.813656;Avenue Birmingham, sortie tunnel mode doux cÙtÈ SaÙne - 69000 Lyon;04026 - BIRMINGHAM
14;4041;1;18;1;1;45.775435;4.83512;17 RUE D'AUSTERLITZ;4041 - BOUSSANGES / AUSTERLITZ
14;4042;1;16;1;1;45.781699;4.820596;94 RUE PHILIPPE DE LASALLE;4042 - GREGORY COUPET
14;5001;1;23;1;1;45.757319;4.815064;Devant le 63 rue de Trion;5001 - PLACE VARILLON (FUNICULAIRE ST JUST)
14;5002;1;18;1;1;45.756535;4.796616;Angle rue des Aqueducs;5002 - PLACE DES COMPAGNONS DE LA CHANSON
14;5004;1;29;0;1;45.760468;4.826548;Entre la cathÈdrale et le funiculaire;5004 - ST JEAN (FAR)
14;5005;1;23;0;1;45.766278;4.827425;PrËs de la gare de St Paul;5005 - SAINT PAUL
14;5006;1;17;0;1;45.7620452081;4.82872732991;Face ancien Palais de Justice;5006 - QUAI ROMAIN ROLLAND
14;5007;1;16;1;1;45.757916;4.81317;Place de Trion;5007 - PLACE DE TRION
14;5008;1;20;1;1;45.754978;4.812427;Place Sainte IrÈnÈe;5008 - SAINTE IR…N…E
14;5009;1;16;0;1;45.764695;4.828969;angle quai de Bondy;5009 - PLACE FOUSSERET
14;5015;1;19;0;1;45.75197;4.821662;Devant le 41 rue de la Quarantaine;5015 - FULCHIRON
14;5016;1;13;1;1;45.757581;4.801023;Devant la mairie du 5Ë;5016 - MAIRIE DU 5Ë
14;5026;1;14;0;1;45.763383;4.829024;Angle quai Romain Rolland;5026 - RUE DE LA BALEINE
14;5029;1;20;0;1;45.767057;4.827014;Prox. Quai Pierre Scize;5029 - PLACE GERSON
14;5030;1;32;1;1;45.755054;4.807811;Angle rue du fort Ste IrÈnÈe / Charcot;5030 - CHARCOT / R…SIDENCE UNIVERSITAIRE
14;5031;1;20;1;1;45.754654;4.78821;49 RUE JOLIOT CURIE;5031- MENIVAL/J.CURIE
14;5036;1;15;1;1;45.749627;4.795546;104 RUE DU COMMANDANT CHARCOT;5036 - LA SALETTE
14;5040;1;20;0;1;45.757847;4.826103;7 PLACE BENOIT CREPU;5040 - PLACE CR…PU
14;5041;1;21;0;1;45.766537;4.819936;55 QUAI PIERRE SCIZE;5041 - L'HOMME DE LA ROCHE
14;5044;1;20;1;1;45.7598;4.796561;87 RUE DOCTEUR EDMOND LOCARD;5044 - CHAMPVERT
14;5045;1;18;1;1;45.750205;4.792193;64 RUE JEUNET;5045 - VALDO / RIVET
14;5047;1;16;1;1;45.753452;4.804401;2B RUE DR. ALBERIC PONT;5047 - ALB…RIC PONT
14;5050;1;12;1;1;45.758333;4.821075;1 RUE DE L'ANTIQUAILLE;5050 - THEATRE ROMAIN
14;5053;1;18;1;1;45.75597;4.818904;1 PLACE DE L'ABBE LARUE;5053 - SAINT JUST
14;5054;1;18;1;1;45.763906;4.792643;192 AV. BARTHELEMY BUYER;5054 - CHAMPVERT
14;5055;1;22;1;1;45.762013;4.802751;101 AV. BARTHELEMY BUYER;5055 - BUYER / APOLLINAIRE
14;6001;1;16;0;1;45.766893;4.858922;Place Jules Ferry angle rue GÈnÈral Brosset face ‡ la gare des Brotteaux;6001 - GARE DES BROTTEAUX
14;6002;1;29;0;1;45.777521;4.844922;Le long des grilles, cÙtÈ ouest de la porte;6002 - PORTE DES ENFANTS DU RH‘NE (FAR)
14;6003;1;20;0;1;45.772846;4.856274;Devant l'entrÈe du parc;6003 - AVENUE VERGUIN
14;6004;1;20;0;1;45.768896;4.844845;Angle rue VendÙme;6004 - FOCH (FAR)
14;6005;1;20;0;1;45.765811;4.844767;Devant le lycÈe;6005 - PLACE EDGAR QUINET
14;6006;1;15;0;1;45.773304;4.852001;Boulevard des Belges - Angle rue Duquesne;6006 - BOULEVARD DES BELGES
14;6007;1;20;0;1;45.769654;4.852366;Angle Cours Vitton;6007 - MASS…NA
14;6008;1;20;0;1;45.7684;4.858972;17 PLACE JULES FERRY;6008 - PLACE JULES FERRY
14;6011;1;15;0;1;45.768395;4.849402;Angle rue Boileau;6011- MAIRIE DU 6»ME
14;6012;1;10;0;1;45.771794;4.84459;Angle rue VendÙme;6012 - PLACE PUVIS DE CHAVANNES
14;6016;1;16;0;1;45.766002;4.86218;Angle avenue Thiers;6016 - VIABERT / THIERS
14;6020;1;15;0;1;45.774526;4.848443;Angle rue Morellet;6020 - MUS…E GUIMET
14;6021;1;11;0;1;45.770664;4.849946;Entre rue Crillon et rue Sully;6021- GARIBALDI
14;6022;1;20;0;1;45.7694;4.842584;Pierre Corneille/cours Franklin Roosevelt;6022- PLACE MAR…CHAL LYAUTEY
14;6023;1;14;0;1;45.766821;4.841095;Niveau rue de SËze;6023 - QUAI SARRAIL
14;6024;1;10;0;1;45.770743;4.856713;Angle bvd Anatole France;6024 - TRONCHET / ANATOLE FRANCE
14;6028;1;16;0;1;45.764345;4.853492;Angle rue TÍte d'Or;6028 - RECAMMIER / T TE D'OR
14;6031;1;13;0;1;45.763717;4.843791;Angle cours Lafayette;6031 - LAFAYETTE/CORNEILLE
14;6032;1;20;0;1;45.764821;4.841567;Angle rue Vauban;6032 - PR…FECTURE / SARRAIL
14;6035;1;21;0;1;45.785456;4.854085;Face parvis du palais des congrËs;6035 - CIT… INTERNATIONALE
14;6036;1;23;0;1;45.783885;4.852156;AllÈe A. Lignon;6036 - MUS…E D'ART CONTEMPORAIN (FAR)
14;6037;1;27;0;1;45.782287;4.849378;AllÈe A. Lignon;6037 - CIT… INTERNATIONALE / INTERPOL
14;6040;1;15;0;1;45.764013;4.849933;71 COURS LAFAYETTE;6040 - LES HALLES
14;6041;1;22;0;1;45.78458;4.859664;50 QUAI ACHILLE LIGNON;6041 - CIT… INTERNATIONALE / T TE D'OR NORD
14;6042;1;28;0;1;45.784812;4.856432;devant la rÈsidence hÙteliËre ‡ l'ouest de la place publique;6042 - CIT… INTERNATIONALE - R…SIDENCE H‘TELI»RE
14;6043;1;32;0;1;45.784698;4.851896;80 QUAI CHARLES DE GAULLE;6043 - CIT… INTERNATIONALE - CIN…MA
14;6044;1;16;0;1;45.766372;4.865058;23 RUE DE LA VIABERT;6044 - CHARMETTES / BELLECOMBE
14;6045;1;15;0;1;45.766284;4.856848;44 BVD DES BROTTEAUX;6045 - BROTTEAUX / VAUBAN
14;7001;1;20;0;1;45.754875;4.843627;Place Gabriel PÈri;7001 - PLACE GABRIEL P…RI (FAR)
14;7002;1;29;0;1;45.751404;4.836395;Quai Claude Bernard;7002 - UNIVERSIT…S LYON III / LYON II (FAR)
