timestamp,contract_id,station_number,available_bikes,available_bike_stands
1452384004,2,3013,13,1
1452384004,2,4013,26,1
1452384004,2,4021,13,13
1452384004,2,4103,16,9
1452384004,2,5019,24,1
1452384004,2,7015,12,35
1452384004,2,7016,19,39
1452384004,2,8038,2,26
1452384004,2,9007,3,17
1452384004,2,9026,6,11
1452384004,2,9106,0,15
1452384004,2,10001,57,1
1452384004,2,10004,46,14
1452384004,2,10006,25,3
1452384004,2,10013,54,2
1452384004,2,10026,7,52
1452384004,2,10040,5,42
1452384004,2,11001,45,9
1452384004,2,11008,33,5
1452384004,2,11033,27,6
1452384004,2,11034,30,17
1452384004,2,11042,41,1
1452384004,2,11046,14,4
1452384004,2,11109,17,6
1452384004,2,12014,12,53
1452384004,2,12032,16,18
1452384004,2,12036,22,20
1452384004,2,12038,7,32
1452384004,2,12039,16,22
1452384004,2,12123,12,39
1452384004,2,13047,32,17
1452384004,2,13107,45,0
1452384004,2,13118,21,42
1452384004,2,15009,44,2
1452384004,2,15024,7,14
1452384004,2,15036,42,5
1452384004,2,15043,3,8
1452384004,2,15053,42,2
1452384004,2,15061,10,12
1452384004,2,15062,16,13
1452384004,2,15071,8,14
1452384004,2,15126,29,21
1452384004,2,16011,6,33
1452384004,2,16017,3,13
1452384004,2,16110,1,20
1452384004,2,17010,31,4
1452384004,2,17022,32,13
1452384004,2,18023,4,30
1452384004,2,19006,21,33
1452384004,2,19029,10,8
1452384004,2,19116,4,26
1452384004,2,20034,0,23
1452384004,2,20503,0,21
1452384004,2,21017,43,4
1452384004,2,21108,45,5
1452384004,2,21110,26,9
1452384004,2,21112,4,24
1452384004,2,21209,25,5
1452384004,2,21704,20,5
1452384004,2,22001,8,17
1452384004,2,31011,1,21
1452384004,2,33011,19,9
1452384004,2,35007,17,4
1452384004,2,41203,11,40
1452384004,2,42008,18,7
1452384004,3,20,10,17
1452384004,3,25,13,5
1452384004,3,30,15,9
1452384004,3,68,9,7
1452384004,3,70,13,5
1452384004,3,78,15,2
1452384004,3,79,16,3
1452384004,3,80,17,6
1452384004,3,82,3,18
1452384004,3,84,10,14
1452384004,3,90,13,12
1452384004,3,97,11,10
1452384004,3,128,16,7
1452384004,3,140,5,24
1452384004,4,28,9,11
1452384004,5,37,14,16
1452384004,6,7,3,17
1452384004,6,22,2,13
1452384004,6,41,4,16
1452384004,6,75,16,9
1452384004,6,95,3,32
1452384004,6,119,5,15
1452384004,6,149,18,2
1452384004,6,152,12,3
1452384004,6,177,12,3
1452384004,6,183,6,12
1452384004,6,185,11,4
1452384004,6,194,6,34
1452384004,6,207,0,15
1452384004,14,1001,14,1
1452384004,14,1002,21,0
1452384004,14,1013,7,4
1452384004,14,1035,14,1
1452384004,14,2001,2,15
1452384004,14,2009,20,6
1452384004,14,2036,12,8
1452384004,14,2039,11,5
1452384004,14,3100,12,4
1452384004,14,3103,17,1
1452384004,14,4001,3,18
1452384004,14,5005,12,9
1452384004,14,6032,15,2
1452384004,14,6045,12,2
1452384004,14,7014,9,6
1452384004,14,7016,4,11
1452384004,14,7018,7,12
1452384004,14,7023,13,2
1452384004,14,7034,9,6
1452384004,14,8007,2,11
1452384004,14,8010,13,7
1452384004,14,8020,13,7
1452384004,14,8056,8,12
1452384004,14,9003,15,1
1452384004,14,10002,18,22
1452384004,14,10005,3,31
1452384004,14,10008,12,12
1452384004,14,10011,4,12
1452384004,14,10061,13,5
1452384004,14,10101,3,31
1452384004,15,5,2,18
1452384004,16,15,3,11
1452384004,16,45,0,15
1452384004,16,55,3,12
1452384004,16,86,0,40
1452384004,16,100,11,9
1452384004,16,160,20,0
1452384004,16,180,6,14
1452384004,16,247,5,25
1452384004,18,9,6,11
1452384004,20,237,1,24
1452384004,25,7062,1,14
1452384004,25,8261,11,4
1452384004,26,6,14,1
1452384064,2,904,7,23
1452384064,2,1002,18,3
1452384064,2,1003,25,25
1452384064,2,2017,10,30
1452384064,2,3008,17,0
1452384064,2,3013,14,0
1452384064,2,3101,28,6
1452384064,2,4010,25,0
1452384064,2,4021,15,11
1452384064,2,5016,2,14
1452384064,2,6009,0,35
1452384064,2,6012,17,1
1452384064,2,6022,19,1
1452384064,2,6107,19,4
1452384064,2,7015,10,37
1452384064,2,7024,8,23
1452384064,2,10004,43,17
1452384064,2,10005,15,2
1452384064,2,10024,8,10
1452384064,2,11001,42,12
1452384064,2,11014,4,51
1452384064,2,11025,45,1
1452384064,2,11026,19,26
1452384064,2,11029,30,10
1452384064,2,11031,37,1
1452384064,2,11032,25,22
1452384064,2,11045,37,2
1452384064,2,11102,45,13
1452384064,2,11105,49,1
1452384064,2,11110,17,35
1452384064,2,11111,15,3
1452384064,2,12006,50,10
1452384064,2,12036,20,22
1452384064,2,12038,9,30
1452384064,2,12112,4,27
1452384064,2,13010,1,38
1452384064,2,13015,9,32
1452384064,2,13023,4,22
1452384064,2,13118,22,41
1452384064,2,13120,9,2
1452384064,2,14026,1,43
1452384064,2,14035,0,47
1452384064,2,14117,1,38
1452384064,2,14122,6,10
1452384064,2,15010,57,1
1452384064,2,15022,37,2
1452384064,2,15028,69,0
1452384064,2,15052,45,3
1452384064,2,15062,18,11
1452384064,2,15068,1,19
1452384064,2,15112,1,21
1452384064,2,15113,4,21
1452384064,2,15123,36,5
1452384064,2,17004,1,21
1452384064,2,17012,0,23
1452384064,2,18001,1,17
1452384064,2,18002,1,22
1452384064,2,18012,6,29
1452384064,2,18022,2,45
1452384064,2,18027,0,28
1452384064,2,18039,7,13
1452384064,2,18109,24,16
1452384064,2,18122,8,18
1452384064,2,19002,27,13
1452384064,2,19007,11,19
1452384064,2,19029,11,7
1452384064,2,19125,19,10
1452384064,2,20111,1,19
1452384064,2,21101,11,14
1452384064,2,21108,43,7
1452384064,2,21304,20,0
1452384064,2,21305,17,8
1452384064,2,21306,5,57
1452384064,2,21309,37,4
1452384064,2,21704,22,3
1452384064,2,42012,12,13
1452384064,2,43004,15,10
1452384064,2,43005,23,26
1452384064,3,21,19,6
1452384064,3,31,8,12
1452384064,3,43,0,22
1452384064,3,53,8,17
1452384064,3,60,5,19
1452384064,3,68,7,9
1452384064,3,84,14,10
1452384064,3,119,5,19
1452384064,3,120,5,13
1452384064,3,121,5,12
1452384064,3,155,14,6
1452384064,3,196,4,15
1452384064,3,204,6,12
1452384064,3,277,5,13
1452384064,4,28,7,13
1452384064,5,2,16,4
1452384064,5,9,5,19
1452384064,5,24,19,0
1452384064,6,22,0,15
1452384064,6,38,18,2
1452384064,6,59,6,9
1452384064,6,69,22,3
1452384064,6,75,18,7
1452384064,6,79,7,13
1452384064,6,99,5,16
1452384064,6,156,11,4
1452384064,6,176,15,5
1452384064,6,205,3,21
1452384064,6,233,14,1
1452384064,11,9,9,8
1452384064,14,1002,20,1
1452384064,14,1003,3,12
1452384064,14,1012,11,8
1452384064,14,1020,7,11
1452384064,14,1031,11,9
1452384064,14,1032,11,10
1452384064,14,2002,17,0
1452384064,14,2008,0,16
1452384064,14,2017,7,8
1452384064,14,3005,15,5
1452384064,14,3037,16,3
1452384064,14,3097,9,7
1452384064,14,3101,6,13
1452384064,14,5004,17,9
1452384064,14,5015,18,1
1452384064,14,5040,19,1
1452384064,14,6005,19,1
1452384064,14,6032,13,4
1452384064,14,6040,12,3
1452384064,14,6045,9,5
1452384064,14,7001,8,10
1452384064,14,7004,8,14
1452384064,14,7010,11,9
1452384064,14,7016,3,12
1452384064,14,7034,10,5
1452384064,14,7053,4,13
1452384064,14,7061,19,1
1452384064,14,8053,8,8
1452384064,14,8057,13,7
1452384064,14,9032,9,9
1452384064,14,10002,16,24
1452384064,14,10006,5,27
1452384064,14,10048,21,0
1452384064,14,10112,3,29
1452384064,16,107,7,23
1452384064,16,156,5,15
1452384064,18,3,17,11
1452384064,20,5,28,16
1452384064,25,1191,5,5
1452384064,25,2341,2,13
1452384123,3,10,19,15
1452384123,3,24,8,14
1452384123,3,31,6,14
1452384123,3,38,19,0
1452384123,3,43,3,19
1452384123,3,80,16,7
1452384123,3,88,0,23
1452384123,3,103,15,4
1452384123,3,115,7,11
1452384123,3,118,11,6
1452384123,3,128,15,8
1452384123,3,137,17,2
1452384123,3,159,11,9
1452384123,3,166,1,19
1452384123,3,176,2,16
1452384123,5,18,4,26
1452384123,5,44,17,13
1452384123,5,57,6,17
1452384123,6,4,9,16
1452384123,6,21,4,12
1452384123,6,63,13,7
1452384123,6,75,17,8
1452384123,6,88,10,30
1452384123,6,93,34,4
1452384123,6,98,11,4
1452384123,6,118,16,4
1452384123,6,120,3,15
1452384123,6,123,6,14
1452384123,6,134,4,16
1452384123,6,153,14,10
1452384123,6,174,2,17
1452384123,6,229,4,12
1452384123,6,261,16,2
1452384123,14,1001,13,2
1452384123,14,1003,1,14
1452384123,14,1035,13,2
1452384123,14,2012,9,3
1452384123,14,2038,8,8
1452384123,14,3007,3,25
1452384123,14,3083,12,6
1452384123,14,3097,7,9
1452384123,14,3100,13,3
1452384123,14,3101,8,11
1452384123,14,5009,3,13
1452384123,14,5026,2,11
1452384123,14,6001,13,1
1452384123,14,6008,14,6
1452384123,14,7003,29,1
1452384123,14,7005,1,19
1452384123,14,7023,12,3
1452384123,14,7035,24,4
1452384123,14,7062,16,3
1452384123,14,8020,12,8
1452384123,14,8058,8,8
1452384123,14,9011,7,12
1452384123,14,10008,10,14
1452384123,14,10011,5,11
1452384123,16,26,7,9
1452384123,16,73,4,11
1452384123,16,80,4,16
1452384123,16,84,5,15
1452384123,16,114,26,3
1452384123,16,157,9,11
1452384123,16,173,10,10
1452384123,16,178,13,7
1452384123,16,218,12,2
